"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","DAPR","MDPR","PRCP","SNOW","SNWD"
"US1KYWR0034","BOWLING GREEN 0.7 WSW, KY US","36.969388","-86.452599","153.0","2022-10-01",,,"0.00","0.0",
"US1KYWR0034","BOWLING GREEN 0.7 WSW, KY US","36.969388","-86.452599","153.0","2022-10-02",,,"0.00","0.0",
"US1KYWR0034","BOWLING GREEN 0.7 WSW, KY US","36.969388","-86.452599","153.0","2022-10-03",,,"0.00","0.0",
"US1KYWR0034","BOWLING GREEN 0.7 WSW, KY US","36.969388","-86.452599","153.0","2022-10-04",,,"0.00","0.0",
"US1KYWR0034","BOWLING GREEN 0.7 WSW, KY US","36.969388","-86.452599","153.0","2022-10-05",,,"0.00","0.0",
"US1KYWR0034","BOWLING GREEN 0.7 WSW, KY US","36.969388","-86.452599","153.0","2022-10-06",,,"0.00","0.0",
"US1KYWR0034","BOWLING GREEN 0.7 WSW, KY US","36.969388","-86.452599","153.0","2022-10-07",,,"0.00","0.0",
"US1KYWR0034","BOWLING GREEN 0.7 WSW, KY US","36.969388","-86.452599","153.0","2022-10-08",,,"0.00","0.0",
"US1KYWR0034","BOWLING GREEN 0.7 WSW, KY US","36.969388","-86.452599","153.0","2022-10-09",,,"0.00","0.0",
"US1KYWR0034","BOWLING GREEN 0.7 WSW, KY US","36.969388","-86.452599","153.0","2022-10-10",,,"0.00","0.0",
"US1KYWR0034","BOWLING GREEN 0.7 WSW, KY US","36.969388","-86.452599","153.0","2022-10-11",,,"0.00","0.0",
"US1KYWR0034","BOWLING GREEN 0.7 WSW, KY US","36.969388","-86.452599","153.0","2022-10-12",,,"0.00","0.0",
"US1KYWR0034","BOWLING GREEN 0.7 WSW, KY US","36.969388","-86.452599","153.0","2022-10-13",,,"0.22",,
"US1KYWR0034","BOWLING GREEN 0.7 WSW, KY US","36.969388","-86.452599","153.0","2022-10-14",,,"0.00","0.0",
"US1KYWR0034","BOWLING GREEN 0.7 WSW, KY US","36.969388","-86.452599","153.0","2022-10-15",,,"0.00","0.0",
"US1KYWR0034","BOWLING GREEN 0.7 WSW, KY US","36.969388","-86.452599","153.0","2022-10-16",,,"0.00","0.0",
"US1KYWR0034","BOWLING GREEN 0.7 WSW, KY US","36.969388","-86.452599","153.0","2022-10-17",,,"0.01",,
"US1KYWR0034","BOWLING GREEN 0.7 WSW, KY US","36.969388","-86.452599","153.0","2022-10-18",,,"0.00","0.0",
"US1KYWR0034","BOWLING GREEN 0.7 WSW, KY US","36.969388","-86.452599","153.0","2022-10-19",,,"0.00","0.0",
"US1KYWR0034","BOWLING GREEN 0.7 WSW, KY US","36.969388","-86.452599","153.0","2022-10-20",,,"0.00","0.0",
"US1KYWR0034","BOWLING GREEN 0.7 WSW, KY US","36.969388","-86.452599","153.0","2022-10-21",,,"0.00","0.0",
"US1KYWR0034","BOWLING GREEN 0.7 WSW, KY US","36.969388","-86.452599","153.0","2022-10-22",,,"0.00","0.0",
"US1KYWR0034","BOWLING GREEN 0.7 WSW, KY US","36.969388","-86.452599","153.0","2022-10-23",,,"0.00","0.0",
"US1KYWR0034","BOWLING GREEN 0.7 WSW, KY US","36.969388","-86.452599","153.0","2022-10-24",,,"0.00","0.0",
"US1KYWR0034","BOWLING GREEN 0.7 WSW, KY US","36.969388","-86.452599","153.0","2022-10-25",,,"0.00","0.0",
"US1KYWR0034","BOWLING GREEN 0.7 WSW, KY US","36.969388","-86.452599","153.0","2022-10-26",,,"0.57",,
"US1KYWR0034","BOWLING GREEN 0.7 WSW, KY US","36.969388","-86.452599","153.0","2022-10-27",,,"0.00","0.0",
"US1KYWR0034","BOWLING GREEN 0.7 WSW, KY US","36.969388","-86.452599","153.0","2022-10-28",,,"0.00","0.0",
"US1KYWR0034","BOWLING GREEN 0.7 WSW, KY US","36.969388","-86.452599","153.0","2022-10-29",,,"0.00","0.0",
"US1KYWR0034","BOWLING GREEN 0.7 WSW, KY US","36.969388","-86.452599","153.0","2022-10-30",,,"0.23",,
"US1KYWR0034","BOWLING GREEN 0.7 WSW, KY US","36.969388","-86.452599","153.0","2022-10-31",,,"0.23",,
"US1KYWR0034","BOWLING GREEN 0.7 WSW, KY US","36.969388","-86.452599","153.0","2022-11-01",,,"0.00",,
"US1KYWR0034","BOWLING GREEN 0.7 WSW, KY US","36.969388","-86.452599","153.0","2022-11-02",,,"0.00","0.0",
"US1KYWR0034","BOWLING GREEN 0.7 WSW, KY US","36.969388","-86.452599","153.0","2022-11-03",,,"0.00",,
"US1KYWR0034","BOWLING GREEN 0.7 WSW, KY US","36.969388","-86.452599","153.0","2022-11-04",,,"0.00","0.0",
"US1KYWR0034","BOWLING GREEN 0.7 WSW, KY US","36.969388","-86.452599","153.0","2022-11-05",,,"0.00","0.0",
"US1KYWR0034","BOWLING GREEN 0.7 WSW, KY US","36.969388","-86.452599","153.0","2022-11-06",,,"0.12",,
"US1KYWR0034","BOWLING GREEN 0.7 WSW, KY US","36.969388","-86.452599","153.0","2022-11-07",,,"0.00","0.0",
"US1KYWR0034","BOWLING GREEN 0.7 WSW, KY US","36.969388","-86.452599","153.0","2022-11-08",,,"0.00","0.0",
"US1KYWR0034","BOWLING GREEN 0.7 WSW, KY US","36.969388","-86.452599","153.0","2022-11-09",,,"0.00","0.0",
"US1KYWR0034","BOWLING GREEN 0.7 WSW, KY US","36.969388","-86.452599","153.0","2022-11-10",,,"0.00","0.0",
"US1KYWR0034","BOWLING GREEN 0.7 WSW, KY US","36.969388","-86.452599","153.0","2022-11-11",,,"0.72",,
"US1KYWR0034","BOWLING GREEN 0.7 WSW, KY US","36.969388","-86.452599","153.0","2022-11-12",,,"0.49",,"0.0"
"US1KYWR0034","BOWLING GREEN 0.7 WSW, KY US","36.969388","-86.452599","153.0","2022-11-13",,,"0.00","0.0","0.0"
"US1KYWR0034","BOWLING GREEN 0.7 WSW, KY US","36.969388","-86.452599","153.0","2022-11-14",,,"0.00","0.0",
"US1KYWR0034","BOWLING GREEN 0.7 WSW, KY US","36.969388","-86.452599","153.0","2022-11-15",,,"0.08",,
"US1KYWR0034","BOWLING GREEN 0.7 WSW, KY US","36.969388","-86.452599","153.0","2022-11-16",,,"0.01",,
"US1KYWR0034","BOWLING GREEN 0.7 WSW, KY US","36.969388","-86.452599","153.0","2022-11-17",,,"0.00","0.0",
"US1KYWR0034","BOWLING GREEN 0.7 WSW, KY US","36.969388","-86.452599","153.0","2022-11-18",,,"0.00","0.0",
"US1KYWR0034","BOWLING GREEN 0.7 WSW, KY US","36.969388","-86.452599","153.0","2022-11-19",,,"0.00","0.0",
"US1KYWR0034","BOWLING GREEN 0.7 WSW, KY US","36.969388","-86.452599","153.0","2022-11-20",,,"0.00","0.0",
"US1KYWR0034","BOWLING GREEN 0.7 WSW, KY US","36.969388","-86.452599","153.0","2022-11-21",,,"0.00","0.0",
"US1KYWR0034","BOWLING GREEN 0.7 WSW, KY US","36.969388","-86.452599","153.0","2022-11-22",,,"0.00","0.0",
"US1KYWR0034","BOWLING GREEN 0.7 WSW, KY US","36.969388","-86.452599","153.0","2022-11-23",,,"0.00","0.0",
"US1KYWR0034","BOWLING GREEN 0.7 WSW, KY US","36.969388","-86.452599","153.0","2022-11-24",,,"0.00","0.0",
"US1KYWR0034","BOWLING GREEN 0.7 WSW, KY US","36.969388","-86.452599","153.0","2022-11-25",,,"0.00",,
"US1KYWR0034","BOWLING GREEN 0.7 WSW, KY US","36.969388","-86.452599","153.0","2022-11-26",,,"0.00","0.0",
"US1KYWR0034","BOWLING GREEN 0.7 WSW, KY US","36.969388","-86.452599","153.0","2022-11-27",,,"0.37",,
"US1KYWR0034","BOWLING GREEN 0.7 WSW, KY US","36.969388","-86.452599","153.0","2022-11-28",,,"0.07","0.0",
"US1KYWR0034","BOWLING GREEN 0.7 WSW, KY US","36.969388","-86.452599","153.0","2022-11-29",,,"0.00",,
"US1KYWR0034","BOWLING GREEN 0.7 WSW, KY US","36.969388","-86.452599","153.0","2022-11-30",,,"1.20",,
"US1KYWR0034","BOWLING GREEN 0.7 WSW, KY US","36.969388","-86.452599","153.0","2022-12-01",,,"0.00","0.0",
"US1KYWR0034","BOWLING GREEN 0.7 WSW, KY US","36.969388","-86.452599","153.0","2022-12-02",,,"0.00","0.0",
"US1KYWR0034","BOWLING GREEN 0.7 WSW, KY US","36.969388","-86.452599","153.0","2022-12-03",,,"0.24",,
"US1KYWR0034","BOWLING GREEN 0.7 WSW, KY US","36.969388","-86.452599","153.0","2022-12-04",,,"0.00","0.0",
"US1KYWR0034","BOWLING GREEN 0.7 WSW, KY US","36.969388","-86.452599","153.0","2022-12-05",,,"0.00","0.0",
"US1KYWR0034","BOWLING GREEN 0.7 WSW, KY US","36.969388","-86.452599","153.0","2022-12-06",,,"0.14",,
"US1KYWR0034","BOWLING GREEN 0.7 WSW, KY US","36.969388","-86.452599","153.0","2022-12-07",,,"0.84",,
"US1KYWR0034","BOWLING GREEN 0.7 WSW, KY US","36.969388","-86.452599","153.0","2022-12-08",,,"0.29",,
"US1KYWR0034","BOWLING GREEN 0.7 WSW, KY US","36.969388","-86.452599","153.0","2022-12-09",,,"0.29",,
"US1KYWR0034","BOWLING GREEN 0.7 WSW, KY US","36.969388","-86.452599","153.0","2022-12-10",,,"0.02",,
"US1KYWR0034","BOWLING GREEN 0.7 WSW, KY US","36.969388","-86.452599","153.0","2022-12-11",,,"0.07",,
"US1KYWR0034","BOWLING GREEN 0.7 WSW, KY US","36.969388","-86.452599","153.0","2022-12-12",,,"0.00",,
"US1KYWR0034","BOWLING GREEN 0.7 WSW, KY US","36.969388","-86.452599","153.0","2022-12-13",,,"0.00","0.0",
"US1KYWR0034","BOWLING GREEN 0.7 WSW, KY US","36.969388","-86.452599","153.0","2022-12-14",,,"0.43",,
"US1KYWR0034","BOWLING GREEN 0.7 WSW, KY US","36.969388","-86.452599","153.0","2022-12-15",,,"0.80",,
"US1KYWR0034","BOWLING GREEN 0.7 WSW, KY US","36.969388","-86.452599","153.0","2022-12-16",,,"0.00","0.0",
"US1KYWR0034","BOWLING GREEN 0.7 WSW, KY US","36.969388","-86.452599","153.0","2022-12-17",,,"0.00","0.0",
"US1KYWR0034","BOWLING GREEN 0.7 WSW, KY US","36.969388","-86.452599","153.0","2022-12-18",,,"0.00","0.0",
"US1KYWR0034","BOWLING GREEN 0.7 WSW, KY US","36.969388","-86.452599","153.0","2022-12-19",,,"0.00","0.0",
"US1KYWR0034","BOWLING GREEN 0.7 WSW, KY US","36.969388","-86.452599","153.0","2022-12-20",,,"0.00","0.0",
"US1KYWR0034","BOWLING GREEN 0.7 WSW, KY US","36.969388","-86.452599","153.0","2022-12-21",,,"0.00","0.0",
"US1KYWR0034","BOWLING GREEN 0.7 WSW, KY US","36.969388","-86.452599","153.0","2022-12-22",,,"0.00","0.0",
"US1KYWR0034","BOWLING GREEN 0.7 WSW, KY US","36.969388","-86.452599","153.0","2022-12-23",,,"0.27","1.5","1.5"
"US1KYWR0034","BOWLING GREEN 0.7 WSW, KY US","36.969388","-86.452599","153.0","2022-12-24",,,"0.00","0.0",
"US1KYWR0034","BOWLING GREEN 0.7 WSW, KY US","36.969388","-86.452599","153.0","2022-12-25",,,"0.00","0.0",
"US1KYWR0034","BOWLING GREEN 0.7 WSW, KY US","36.969388","-86.452599","153.0","2022-12-26",,,"0.00","0.0",
"US1KYWR0034","BOWLING GREEN 0.7 WSW, KY US","36.969388","-86.452599","153.0","2022-12-27",,,"0.06","0.7","2.2"
"US1KYWR0034","BOWLING GREEN 0.7 WSW, KY US","36.969388","-86.452599","153.0","2022-12-28",,,"0.00","0.0","1.0"
"US1KYWR0034","BOWLING GREEN 0.7 WSW, KY US","36.969388","-86.452599","153.0","2022-12-29",,,"0.00","0.0","0.0"
"US1KYWR0034","BOWLING GREEN 0.7 WSW, KY US","36.969388","-86.452599","153.0","2023-01-02","    4","0.52",,,
"US1KYWR0034","BOWLING GREEN 0.7 WSW, KY US","36.969388","-86.452599","153.0","2023-01-03",,,"1.26",,
"US1KYWR0034","BOWLING GREEN 0.7 WSW, KY US","36.969388","-86.452599","153.0","2023-01-04",,,"0.69",,
"US1KYWR0034","BOWLING GREEN 0.7 WSW, KY US","36.969388","-86.452599","153.0","2023-01-05",,,"0.00","0.0",
"US1KYWR0034","BOWLING GREEN 0.7 WSW, KY US","36.969388","-86.452599","153.0","2023-01-06",,,"0.00","0.0",
"US1KYWR0034","BOWLING GREEN 0.7 WSW, KY US","36.969388","-86.452599","153.0","2023-01-07",,,"0.00","0.0",
"US1KYWR0034","BOWLING GREEN 0.7 WSW, KY US","36.969388","-86.452599","153.0","2023-01-08",,,"0.00",,
"US1KYWR0034","BOWLING GREEN 0.7 WSW, KY US","36.969388","-86.452599","153.0","2023-01-09",,,"0.00","0.0",
"US1KYWR0034","BOWLING GREEN 0.7 WSW, KY US","36.969388","-86.452599","153.0","2023-01-10",,,"0.00","0.0",
"US1KYWR0034","BOWLING GREEN 0.7 WSW, KY US","36.969388","-86.452599","153.0","2023-01-11",,,"0.00","0.0",
"US1KYWR0034","BOWLING GREEN 0.7 WSW, KY US","36.969388","-86.452599","153.0","2023-01-12",,,"0.00",,
"US1KYWR0034","BOWLING GREEN 0.7 WSW, KY US","36.969388","-86.452599","153.0","2023-01-13",,,"0.57","0.0","0.0"
"US1KYWR0034","BOWLING GREEN 0.7 WSW, KY US","36.969388","-86.452599","153.0","2023-01-14",,,"0.02","0.0","0.0"
"US1KYWR0034","BOWLING GREEN 0.7 WSW, KY US","36.969388","-86.452599","153.0","2023-01-15",,,"0.00","0.0","0.0"
"US1KYWR0034","BOWLING GREEN 0.7 WSW, KY US","36.969388","-86.452599","153.0","2023-01-16",,,"0.00","0.0",
"US1KYWR0034","BOWLING GREEN 0.7 WSW, KY US","36.969388","-86.452599","153.0","2023-01-17",,,"0.43",,
"US1KYWR0034","BOWLING GREEN 0.7 WSW, KY US","36.969388","-86.452599","153.0","2023-01-18",,,"0.00","0.0",
"US1KYWR0034","BOWLING GREEN 0.7 WSW, KY US","36.969388","-86.452599","153.0","2023-01-19",,,"0.80",,
"US1KYWR0034","BOWLING GREEN 0.7 WSW, KY US","36.969388","-86.452599","153.0","2023-01-20",,,"0.00","0.0",
"US1KYWR0034","BOWLING GREEN 0.7 WSW, KY US","36.969388","-86.452599","153.0","2023-01-21",,,"0.00","0.0",
"US1KYWR0034","BOWLING GREEN 0.7 WSW, KY US","36.969388","-86.452599","153.0","2023-01-22",,,"0.52",,
"US1KYWR0034","BOWLING GREEN 0.7 WSW, KY US","36.969388","-86.452599","153.0","2023-01-23",,,"0.01",,
"US1KYWR0034","BOWLING GREEN 0.7 WSW, KY US","36.969388","-86.452599","153.0","2023-01-24",,,"0.00","0.0",
"US1KYWR0034","BOWLING GREEN 0.7 WSW, KY US","36.969388","-86.452599","153.0","2023-01-25",,,"0.28",,
"US1KYWR0034","BOWLING GREEN 0.7 WSW, KY US","36.969388","-86.452599","153.0","2023-01-26",,,"0.08","0.0","0.0"
"US1KYWR0034","BOWLING GREEN 0.7 WSW, KY US","36.969388","-86.452599","153.0","2023-01-27",,,"0.00","0.0","0.0"
"US1KYWR0034","BOWLING GREEN 0.7 WSW, KY US","36.969388","-86.452599","153.0","2023-01-28",,,"0.00","0.0",
"US1KYWR0034","BOWLING GREEN 0.7 WSW, KY US","36.969388","-86.452599","153.0","2023-01-29",,,"0.64",,
"US1KYWR0034","BOWLING GREEN 0.7 WSW, KY US","36.969388","-86.452599","153.0","2023-01-30",,,"0.01",,
"US1KYWR0034","BOWLING GREEN 0.7 WSW, KY US","36.969388","-86.452599","153.0","2023-01-31",,,"0.19","0.0","0.0"
"US1KYWR0034","BOWLING GREEN 0.7 WSW, KY US","36.969388","-86.452599","153.0","2023-02-01",,,"0.09","0.0","0.0"
"US1KYWR0034","BOWLING GREEN 0.7 WSW, KY US","36.969388","-86.452599","153.0","2023-02-02",,,"0.00","0.0","0.0"
"US1KYWR0034","BOWLING GREEN 0.7 WSW, KY US","36.969388","-86.452599","153.0","2023-02-03",,,"0.00","0.0",
"US1KYWR0034","BOWLING GREEN 0.7 WSW, KY US","36.969388","-86.452599","153.0","2023-02-04",,,"0.00","0.0",
"US1KYWR0034","BOWLING GREEN 0.7 WSW, KY US","36.969388","-86.452599","153.0","2023-02-05",,,"0.00","0.0",
"US1KYWR0034","BOWLING GREEN 0.7 WSW, KY US","36.969388","-86.452599","153.0","2023-02-06",,,"0.00","0.0",
"US1KYWR0034","BOWLING GREEN 0.7 WSW, KY US","36.969388","-86.452599","153.0","2023-02-07",,,"0.00","0.0",
"US1KYWR0034","BOWLING GREEN 0.7 WSW, KY US","36.969388","-86.452599","153.0","2023-02-08",,,"0.00","0.0",
"US1KYWR0034","BOWLING GREEN 0.7 WSW, KY US","36.969388","-86.452599","153.0","2023-02-09",,,"0.22",,
"US1KYWR0034","BOWLING GREEN 0.7 WSW, KY US","36.969388","-86.452599","153.0","2023-02-10",,,"0.00","0.0",
"US1KYWR0034","BOWLING GREEN 0.7 WSW, KY US","36.969388","-86.452599","153.0","2023-02-11",,,"0.00","0.0",
"US1KYWR0034","BOWLING GREEN 0.7 WSW, KY US","36.969388","-86.452599","153.0","2023-02-12",,,"0.00","0.0",
"US1KYWR0034","BOWLING GREEN 0.7 WSW, KY US","36.969388","-86.452599","153.0","2023-02-13",,,"0.00","0.0",
"US1KYWR0034","BOWLING GREEN 0.7 WSW, KY US","36.969388","-86.452599","153.0","2023-02-14",,,"0.00","0.0",
"US1KYWR0034","BOWLING GREEN 0.7 WSW, KY US","36.969388","-86.452599","153.0","2023-02-15",,,"0.05",,
"US1KYWR0034","BOWLING GREEN 0.7 WSW, KY US","36.969388","-86.452599","153.0","2023-02-16",,,"0.88",,
"US1KYWR0034","BOWLING GREEN 0.7 WSW, KY US","36.969388","-86.452599","153.0","2023-02-17",,,"1.01",,
"US1KYWR0034","BOWLING GREEN 0.7 WSW, KY US","36.969388","-86.452599","153.0","2023-02-18",,,"0.00","0.0","0.0"
"US1KYWR0034","BOWLING GREEN 0.7 WSW, KY US","36.969388","-86.452599","153.0","2023-02-19",,,"0.00","0.0",
"US1KYWR0034","BOWLING GREEN 0.7 WSW, KY US","36.969388","-86.452599","153.0","2023-02-20",,,"0.00","0.0",
"US1KYWR0034","BOWLING GREEN 0.7 WSW, KY US","36.969388","-86.452599","153.0","2023-02-21",,,"0.02",,
"US1KYWR0034","BOWLING GREEN 0.7 WSW, KY US","36.969388","-86.452599","153.0","2023-02-22",,,"0.00","0.0",
"US1KYWR0034","BOWLING GREEN 0.7 WSW, KY US","36.969388","-86.452599","153.0","2023-02-23",,,"1.13",,
"US1KYWR0034","BOWLING GREEN 0.7 WSW, KY US","36.969388","-86.452599","153.0","2023-02-24",,,"0.00","0.0",
"US1KYWR0034","BOWLING GREEN 0.7 WSW, KY US","36.969388","-86.452599","153.0","2023-02-25",,,"0.00","0.0",
"US1KYWR0034","BOWLING GREEN 0.7 WSW, KY US","36.969388","-86.452599","153.0","2023-02-26",,,"0.00","0.0",
"US1KYWR0034","BOWLING GREEN 0.7 WSW, KY US","36.969388","-86.452599","153.0","2023-02-27",,,"0.05",,
"US1KYWR0034","BOWLING GREEN 0.7 WSW, KY US","36.969388","-86.452599","153.0","2023-02-28",,,"0.03",,
"US1KYWR0034","BOWLING GREEN 0.7 WSW, KY US","36.969388","-86.452599","153.0","2023-03-01",,,"0.00","0.0",
"US1KYWR0034","BOWLING GREEN 0.7 WSW, KY US","36.969388","-86.452599","153.0","2023-03-02",,,"0.17",,
"US1KYWR0034","BOWLING GREEN 0.7 WSW, KY US","36.969388","-86.452599","153.0","2023-03-03",,,"0.56",,
"US1KYWR0034","BOWLING GREEN 0.7 WSW, KY US","36.969388","-86.452599","153.0","2023-03-04",,,"0.41",,
"US1KYWR0034","BOWLING GREEN 0.7 WSW, KY US","36.969388","-86.452599","153.0","2023-03-11","    7","0.15",,,
"US1KYWR0034","BOWLING GREEN 0.7 WSW, KY US","36.969388","-86.452599","153.0","2023-03-12",,,"0.30",,
